data
"                                     THREEPIO
"
"                                     THREEPIO
"
"                                     THREEPIO
"
"               INT. LARS HOMESTEAD - DINING AREA
"
"                                     LUKE
"
"                                     OWEN
"
"                                     LUKE
"
"                                     LUKE
"
"                                     OWEN
"
"                                     LUKE
"
"                                     OWEN
"
"                                     LUKE
"
"                                     OWEN
"
"                                     LUKE
"
"                                     OWEN
"
"                                     LUKE
"
"                                     OWEN
"
"                                     OWEN
"
"                                     LUKE
"
"                                     OWEN
"
"                                     LUKE
"
"                                     AUNT BERU
"
"                                     LUKE
"
"                                     AUNT BERU
"
"                                     OWEN
"
"                                     AUNT BERU
"
"                                     OWEN
"
"               EXT. TATOOINE - LARS HOMESTEAD
"
"               INT. LARS HOMESTEAD - GARAGE
"
"                                     LUKE
"
"                                     THREEPIO
"
"                                     LUKE
"
"               EXT. TATOOINE - LARS HOMESTEAD
"
"                                     THREEPIO
"
"                                     LUKE
"
"                                     THREEPIO
"
"                                     LUKE
"
"                                     OWEN
"
"                                     LUKE
"
"                                     LUKE
"
"                                     THREEPIO
"
"               INT. LARS HOMESTEAD - PLAZA
"
"                                     OWEN
"
"               INT. LARS HOMESTEAD - KITCHEN
"
"                                     OWEN
"
"                                     AUNT BERU
"
"                                     OWEN
"
"                                     AUNT BERU
"
"                                     OWEN
"
"               EXT. TATOOINE - DESERT WASTELAND - LUKE'S SPEEDER - DAY
"
"               INT./EXT. LUKE'S SPEEDER - DESERT WASTELAND - TRAVELING - 
"
"               DAY
"
"                                     LUKE
"
"                                     LUKE
"
"                                     THREEPIO
"
"                                     LUKE
"
"                                     THREEPIO
"
"                                     LUKE
"
"               EXT. TATOOINE - ROCK MESA - DUNE SEA - COASTLINE - DAY
"
"               EXT. TATOOINE - ROCK MESA - CANYON
"
"               EXT. TATOOINE - ROCK CANYON - FLOOR
"
"                                     LUKE
"
"                                     THREEPIO
"
"                                     LUKE
"
"                                     THREEPIO
"
"                                     LUKE
"
"                                     LUKE
"
"                                     THREEPIO
"
"                                     LUKE
"
"               EXT. TATOOINE - ROCK CANYON - RIDGE - DAY
"
"                                     LUKE
"
"               EXT. TATOOINE - ROCK CANYON - FLOOR - DAY
"
"                                     BEN
"
"                                     BEN
"
"                                     LUKE
"
"                                     BEN
"
"                                     LUKE
"
"                                     BEN
"
"                                     LUKE
"
"                                     BEN
"
"                                     LUKE
"
"                                     BEN
"
"                                     LUKE
"
"                                     BEN
"
"                                     LUKE
"
"                                     BEN
"
"                                     BEN
"
"                                     LUKE
"
"               EXT. TATOOINE - SAND PIT - ROCK MESA - DAY
"
"                                     THREEPIO
"
"                                     LUKE
"
"                                     THREEPIO
"
"                                     LUKE
"
"                                     BEN
"
"               INT. KENOBI'S DWELLING
"
"                                     LUKE
"
"                                     BEN
"
"                                     LUKE
"
"                                     BEN
"
"                                     LUKE
"
"                                     BEN
"
"                                     BEN
"
"                                     THREEPIO
"
"                                     LUKE
"
"                                     LUKE
"
"                                     BEN
"
"                                     BEN
"
"                                     LUKE
"
"                                     BEN
"
"                                     LUKE
"
"                                     BEN
"
"                                     BEN
"
"                                     LUKE
"
"                                     BEN
"
"                                     LEIA
"
"                                     BEN
"
"                                     LUKE
"
"                                     BEN
"
"                                     LUKE
"
"                                     BEN
"
"                                     LUKE
"
"                                     BEN
"
"                                     LUKE
"
"                                     BEN
"
"               EXT. SPACE.
"
"               INT. DEATH STAR - CONFERENCE ROOM
"
"                                     TAGGE
"
"                                     MOTTI
"
"                                     TAGGE
"
"                                     TARKIN
"
"                                     TAGGE
"
"                                     TARKIN
"
"                                     TAGGE
"
"                                     VADER
"
"                                     MOTTI
"
"                                     VADER
"
"                                     MOTTI
"
"                                     VADER
"
"                                     TARKIN
"
"                                     VADER
"
"                                     TARKIN
"
"               EXT. TATOOINE - WASTELAND
"
"                                     LUKE
"
"                                     BEN
"
"                                     LUKE
"
"                                     BEN
"
"                                     LUKE
"
"                                     LUKE
"
"                                     BEN
"
"               EXT. TATOOINE - WASTELAND
"
"               EXT. TATOOINE - LARS HOMESTEAD
"
"                                     LUKE
"
"               EXT. SPACE
"
"               INT. DEATH STAR - DETENTION CORRIDOR
"
"                                     VADER
"
"               EXT. TATOOINE - WASTELAND
"
"                                     BEN
"
"                                     LUKE
"
"               EXT. TATOOINE - WASTELAND
"
"                                     BEN
"
"               EXT. TATOOINE - MOS EISLEY - STREET
"
"                                     TROOPER
"
"                                     LUKE
"
"                                     BEN
"
"                                     TROOPER
"
"                                     BEN
"
"                                     TROOPER
"
"                                     BEN
"
"                                     TROOPER
"
"                                     BEN
"
"                                     TROOPER
"
"                                     BEN
"
"                                     TROOPER
"
"               EXT. TATOOINE - MOS EISLEY - STREET
"
"                                     THREEPIO
"
"                                     LUKE
"
"                                     BEN
"
"                                     LUKE
"
"                                     BEN
"
"                                     LUKE
"
"                                     THREEPIO
"
"               INT. TATOOINE - MOS EISLEY - CANTINA
"
"                                     BARTENDER
"
"                                     LUKE
"
"                                     BARTENDER
"
"                                     LUKE
"
"                                     THREEPIO
"
"                                     CREATURE
"
"                                     HUMAN
"
"                                     LUKE
"
"                                     HUMAN
"
"                                     HUMAN
"
"                                     LUKE
"
"                                     HUMAN
"
"                                     BEN
"
"                                     BARTENDER
"
"                                     BEN
"
"               EXT. TATOOINE - MOS EISLEY - STREET
"
"                                     THREEPIO
"
"               INT. TATOOINE - MOS EISLEY - CANTINA
"
"                                     HAN
"
"                                     BEN
"
"                                     HAN
"
"                                     BEN
"
"                                     HAN
"
"                                     HAN
"
"                                     BEN
"
"                                     HAN
"
"                                     BEN
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LUKE
"
"                                     BEN
"
"                                     HAN
"
"                                     HAN
"
"                                     BEN
"
"                                     HAN
"
"                                     TROOPER
"
"                                     HAN
"
"               EXT. TATOOINE - MOS EISLEY - STREET
"
"                                     BEN
"
"                                     LUKE
"
"               INT. MOS EISLEY - CANTINA
"
"                                     GREEDO
"
"                                     HAN
"
"                                     GREEDO
"
"                                     HAN
"
"                                     GREEDO
"
"                                     HAN
"
"                                     GREEDO
"
"                                     HAN
"
"                                     GREEDO
"
"                                     HAN
"
"                                     GREEDO
"
"                                     HAN
"
"                                     HAN
"
"               EXT. SPACE
"
"               INT. DEATH STAR - CONTROL ROOM
"
"                                     VADER
"
"                                     IMPERIAL OFFICER
"
"                                     TARKIN
"
"                                     VADER
"
"                                     TARKIN
"
"                                     TROOPER
"
"               EXT. TATOOINE - MOS EISLEY - STREET
"
"                                     THREEPIO
"
"                                     TROOPER
"
"                                     THREEPIO
"
"                                     THREEPIO
"
"               EXT. TATOOINE - MOS EISLEY - STREET - ALLEYWAY - USED 
"
"               SPEEDER LOT
"
"                                     LUKE
"
"                                     BEN
"
"                                     BEN
"
"               INT. DOCKING BAY 94 - DAY
"
"                                     JABBA
"
"                                     HAN
"
"                                     JABBA
"
"                                     HAN
"
"                                     JABBA
"
"                                     HAN
"
"                                     JABBA
"
"                                     HAN
"
"                                     JABBA
"
"                                     HAN
"
"                                     JABBA
"
"                                     HAN
"
"               EXT. DOCKING PORT ENTRY - ALLEYWAY
"
"               INT. MOS EISLEY SPACEPORT - DOCKING BAY 94
"
"                                     LUKE
"
"                                     HAN
"
"                                     HAN
"
"               INT. MILLENNIUM FALCON
"
"               INT. MOS EISLEY SPACEPORT - DOCKING BAY 94
"
"                                     THREEPIO
"
"               EXT. TATOOINE - MOS EISLEY - STREET
"
"                                     TROOPER
"
"                                     TROOPER
"
"               INT. MOS EISLEY SPACEPORT - DOCKING BAY 94]
"
"                                     TROOPER
"
"                                     TROOPER
"
"               INT. MILLENNIUM FALCON
"
"                                     HAN
"
"                                     THREEPIO
"
"               EXT. TATOOINE - MOS EISLEY - STREETS
"
"               INT. MILLENNIUM FALCON - COCKPIT
"
"               EXT. SPACE - PLANET TATOOINE
"
"               INT. MILLENNIUM FALCON - COCKPIT
"
"                                     HAN
"
"               EXT. SPACE - PLANET TATOOINE
"
"               INT. MILLENNIUM FALCON - COCKPIT
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"               EXT. SPACE - PLANET TATOOINE
"
"               INT. MILLENNIUM FALCON - COCKPIT
"
"                                     HAN
"
"                                     BEN
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"               EXT. SPACE
"
"               EXT. DEATH STAR
"
"               INT. DEATH STAR - CONTROL ROOM
"
"                                     MOTTI
"
"                                     LEIA
"
"                                     TARKIN
"
"                                     LEIA
"
"                                     TARKIN
"
"                                     LEIA
"
"                                     TARKIN
"
"                                     LEIA
"
"                                     TARKIN
"
"                                     TARKIN
"
"                                     LEIA
"
"                                     LEIA
"
"                                     TARKIN
"
"                                     LEIA
"
"                                     TARKIN
"
"                                     LEIA
"
"               INT. DEATH STAR - BLAST CHAMBER
"
"                                     VADER
"
"               INT. MILLENNIUM FALCON - CENTRAL HOLD AREA
"
"                                     LUKE
"
"                                     BEN
"
"                                     BEN
"
"                                     HAN
"
"                                     HAN
"
"                                     HAN
"
"                                     THREEPIO
"
"                                     THREEPIO
"
"                                     HAN
"
"                                     THREEPIO
"
"                                     HAN
"
"                                     THREEPIO
"
"                                     BEN
"
"                                     LUKE
"
"                                     BEN
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     HAN
"
"                                     BEN
"
"                                     BEN
"
"                                     LUKE
"
"                                     BEN
"
"                                     BEN
"
"                                     BEN
"
"                                     HAN
"
"                                     BEN
"
"                                     HAN
"
"                                     HAN
"
"                                     LUKE
"
"                                     BEN
"
"               INT. DEATH STAR - CONFERENCE ROOM
"
"                                     TARKIN
"
"                                     OFFICER CASS
"
"                                     TARKIN
"
"                                     VADER
"
"                                     TARKIN
"
"               EXT. HYPERSPACE
"
"               INT. MILLENNIUM FALCON - COCKPIT
"
"                                     HAN
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LUKE
"
"                                     BEN
"
"                                     HAN
"
"                                     HAN
"
"                                     LUKE
"
"                                     BEN
"
"                                     LUKE
"
"                                     BEN
"
"                                     HAN
"
"               EXT. SPACE
"
"               INT. MILLENNIUM FALCON - COCKPIT
"
"                                     LUKE
"
"                                     HAN
"
"                                     BEN
"
"                                     HAN
"
"               EXT. SPACE
"
"               INT. MILLENNIUM FALCON - COCKPIT
"
"                                     BEN
"
"                                     LUKE
"
"                                     HAN
"
"               EXT. SPACE
"
"               INT. MILLENNIUM FALCON - COCKPIT
"
"                                     LUKE
"
"                                     HAN
"
"                                     BEN
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     BEN
"
"               INT. MILLENNIUM FALCON - DEATH STAR
"
"               EXT. DEATH STAR - HUGE PORT DOORS
"
"               VOICE OVER DEATH STAR INTERCOM
"
"               INT. DEATH STAR - DOCKING BAY 2037
"
"                                     OFFICER
"
"               INT. DEATH STAR - HALLWAY
"
"               INT. DEATH STAR - HANGAR 2037
"
"                                     OFFICER
"
"               INT. DEATH STAR - CONFERENCE ROOM
"
"                                     TARKIN
"
"                                     VOICE
"
"                                     VADER
"
"               INT. DEATH STAR - DOCKING BAY 2037
"
"                                     VOICE
"
"                                     OFFICER
"
"                                     VADER
"
"                                     OFFICER
"
"                                     VADER
"
"                                     OFFICER
"
"                                     VADER
"
"                                     OFFICER
"
"               INT. MILLENNIUM FALCON - HALLWAY
"
"                                     LUKE
"
"                                     HAN
"
"                                     BEN
"
"                                     HAN
"
"                                     BEN
"
"               INT. DEATH STAR - MAIN FORWARD BAY
"
"                                     TROOPER
"
"                                     HAN'S VOICE
"
"               INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE
"
"                                     GANTRY OFFICER
"
"                                     GANTRY OFFICER
"
"                                     LUKE
"
"                                     HAN
"
"                                     THREEPIO
"
"                                     BEN
"
"                                     THREEPIO
"
"                                     THREEPIO
"
"                                     BEN
"
"                                     HAN
"
"                                     LUKE
"
"                                     BEN
"
"                                     LUKE
"
"                                     BEN
"
"                                     HAN
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LUKE
"
"                                     LUKE
"
"                                     THREEPIO
"
"                                     LUKE
"
"                                     THREEPIO
"
"                                     LUKE
"
"                                     HAN
"
"                                     THREEPIO
"
"                                     LUKE
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LUKE
"
"                                     LUKE
"
"                                     LUKE
"
"                                     HAN
"
"                                     THREEPIO
"
"                                     LUKE
"
"                                     HAN
"
"                                     THREEPIO
"
"               INT. DEATH STAR - DETENTION AREA - ELEVATOR TUBE
"
"                                     LUKE
"
"               INT. DEATH STAR - MAIN HALLWAY
"
"               INT. DEATH STAR - INTERIOR ELEVATOR - DETENTION SECURITY 
"
"               AREA
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"               INT. DETENTION AREA
"
"                                     OFFICER
"
"                                     LUKE
"
"                                     OFFICER
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     HAN
"
"                                     HAN
"
"                                     INTERCOM VOICE
"
"                                     HAN
"
"                                     INTERCOM VOICE
"
"                                     HAN
"
"                                     INTERCOM VOICE
"
"                                     HAN
"
"               INT. DEATH STAR - CELL ROW
"
"                                     LEIA
"
"                                     LUKE
"
"                                     LEIA
"
"                                     LUKE
"
"                                     LEIA
"
"                                     LUKE
"
"               INT. DEATH STAR - CONFERENCE ROOM
"
"                                     VADER
"
"                                     TARKIN
"
"                                     VADER
"
"                                     TARKIN
"
"                                     VADER
"
"                                     TARKIN
"
"                                     TARKIN
"
"                                     INTERCOM VOICE
"
"                                     TARKIN
"
"                                     VADER
"
"                                     TARKIN
"
"                                     VADER
"
"               INT. DEATH STAR - DETENTION AREA - HALLWAY
"
"                                     HAN
"
"                                     HAN
"
"                                     HAN
"
"                                     LEIA
"
"                                     HAN
"
"                                     LUKE
"
"                                     THREEPIO
"
"                                     LUKE
"
"               INT. DEATH STAR - MAIN BAY GANTRY - CONTROL TOWER
"
"                                     THREEPIO
"
"                                     TROOPER VOICE
"
"                                     THREEPIO
"
"               INT. DEATH STAR - DETENTION CORRIDOR
"
"                                     LUKE
"
"                                     HAN
"
"                                     LEIA
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LEIA
"
"                                     HAN
"
"                                     HAN
"
"               INT. DEATH STAR - GARBAGE ROOM
"
"                                     HAN
"
"                                     LUKE
"
"                                     LUKE
"
"                                     LEIA
"
"                                     HAN
"
"                                     LEIA
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LEIA
"
"                                     LEIA
"
"                                     LUKE
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LEIA
"
"                                     LEIA
"
"                                     LUKE
"
"                                     HAN
"
"                                     LUKE
"
"                                     LEIA
"
"                                     LUKE
"
"                                     LUKE
"
"               INT. DEATH STAR - MAIN GANTRY - COMMAND OFFICE
"
"                                     FIRST TROOPER
"
"                                     THREEPIO
"
"                                     FIRST OFFICER
"
"                                     THREEPIO
"
"                                     THREEPIO
"
"                                     TROOPER
"
"               INT. DEATH STAR - GARBAGE ROOM
"
"                                     LUKE
"
"                                     HAN
"
"                                     LEIA
"
"                                     LUKE
"
"               INT. DEATH STAR - MAIN FORWARD BAY - SERVICE PANEL
"
"                                     THREEPIO
"
"                                     THREEPIO
"
"               INT. DEATH STAR - GARBAGE ROOM
"
"                                     HAN
"
"                                     LEIA
"
"               INT. DEATH STAR - MAIN FORWARD BAY - SERVICE PANEL
"
"                                     THREEPIO
"
"                                     THREEPIO
"
"               INT. DEATH STAR - GARBAGE ROOM
"
"               INT. DEATH STAR - MAIN FORWARD BAY - SERVICE PANEL
"
"                                     THREEPIO
"
"               INT. DEATH STAR - GARBAGE ROOM
"
"                                     LUKE
"
"               INT. DEATH STAR - MAIN FORWARD BAY - SERVICE PANEL
"
"                                     THREEPIO
"
"                                     LUKE
"
"               INT. DEATH STAR - GARBAGE ROOM
"
"                                     LUKE
"
"               INT. DEATH STAR - MAIN FORWARD BAY - SERVICE PANEL
"
"                                     LUKE
"
"                                     THREEPIO
"
"                                     THREEPIO
"
"                                     LUKE
"
"               INT. DEATH STAR - GARBAGE ROOM
"
"                                     LUKE
"
"                                     LUKE
"
"               INT. DEATH STAR - MAIN FORWARD BAY - SERVICE PANEL
"
"                                     HAN
"
"               INT. DEATH STAR - TRACTOR BEAM - POWER GENERATOR TRENCH
"
"               INT. DEATH STAR - UNUSED HALLWAY
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LEIA
"
"                                     HAN
"
"                                     HAN
"
"                                     LEIA
"
"                                     HAN
"
"                                     LEIA
"
"                                     HAN
"
"               INT. DEATH STAR - POWER TRENCH
"
"                                     OFFICER
"
"                                     FIRST TROOPER
"
"                                     FIRST TROOPER
"
"                                     SECOND TROOPER
"
"                                     SECOND TROOPER
"
"                                     FIRST TROOPER
"
"               INT. DEATH STAR - HALLWAY
"
"                                     HAN
"
"                                     LUKE
"
"                                     THREEPIO
"
"                                     LUKE
"
"                                     LEIA
"
"                                     HAN
"
"                                     FIRST TROOPER
"
"                                     HAN
"
"                                     LUKE
"
"                                     LEIA
"
"                                     LUKE
"
"               INT. DEATH STAR - SUBHALLWAY
"
"               INT. DEATH STAR - SUBHALLWAY
"
"               INT. DEATH STAR - SUBHALLWAY
"
"               INT. DEATH STAR - CENTRAL CORE SHAFT
"
"                                     LUKE
"
"                                     LEIA
"
"                                     LUKE
"
"                                     LEIA
"
"                                     LUKE
"
"                                     LEIA
"
"                                     LUKE
"
"                                     LEIA
"
"                                     LEIA
"
"               INT. DEATH STAR - NARROW PASSAGEWAY
"
"               INT. DEATH STAR - MAIN FORWARD BAY
"
"                                     THREEPIO
"
"               INT. DEATH STAR - CORRIDOR - BLAST SHIELDS DOOR
"
"                                     TROOPER
"
"                                     TROOPER
"
"               INT. DEATH STAR - HALLWAY LEADING TO MAIN FORWARD BAY
"
"                                     VADER
"
"                                     VADER
"
"                                     BEN
"
"                                     VADER
"
"                                     BEN
"
"               INT. DEATH STAR - MAIN FORWARD BAY
"
"                                     HAN
"
"                                     HAN
"
"                                     LEIA
"
"                                     LUKE
"
"                                     HAN
"
"               INT. DEATH STAR - HALLWAY
"
"                                     LUKE
"
"               INT. DEATH STAR - DOCKING BAY
"
"                                     THREEPIO
"
"               INT. DEATH STAR - HALLWAY
"
"                                     HAN
"
"                                     LUKE
"
"                                     HAN
"
"                                     LEIA
"
"                                     HAN
"
"                                     BEN'S VOICE
"
"               INT. MILLENNIUM FALCON - COCKPIT
"
"                                     HAN
"
"               EXT. MILLENNIUM FALCON
"
"               INT. MILLENNIUM FALCON - CENTRAL HOLD AREA
"
"               INT. MILLENNIUM FALCON - COCKPIT
"
"                                     HAN
"
"               INT. MILLENNIUM FALCON - CENTRAL HOLD AREA
"
"                                     LUKE
"
"                                     LEIA
"
"                                     HAN
"
"               INT. MILLENNIUM FALCON - GUNPORTS - COCKPIT
"
"               INT. MILLENNIUM FALCON - HOLD AREA
"
"               INT. MILLENNIUM FALCON - GUNPORTS - COCKPIT
"
"               INT. MILLENNIUM FALCON - SOLO'S GUNPORT
"
"                                     HAN
"
"               INT. MILLENNIUM FALCON - GUNPORTS - COCKPIT
"
"               INT. MILLENNIUM FALCON - SOLO'S GUNPORT - COCKPIT
"
"               INT. MILLENNIUM FALCON - GUNPORT - COCKPIT
"
"               INT. MILLENNIUM FALCON - COCKPIT.
"
"                                     LEIA
"
"               INT. MILLENNIUM FALCON - COCKPIT - POV (POINT OF VIEW) - 
"
"               SPACE
"
"               INT. TIE FIGHTER - COCKPIT
"
"               EXT. MILLENNIUM FALCON - IN SPACE
"
"               INT. MILLENNIUM FALCON - HOLD AREA
"
"               INT. MILLENNIUM FALCON - COCKPIT - GUNPORTS
"
"               EXT. SPACE
"
"               INT. MILLENNIUM FALCON - GUNPORTS
"
"                                     LUKE
"
"               EXT. SPACE - MILLENNIUM FALCON/TIE FIGHTERS
"
"               INT. MILLENNIUM FALCON - CHEWBACCA
"
"               EXT. TIE FIGHTER - SPACE
"
"               EXT. SPACE - TIE FIGHTERS
"
"               INT. MILLENNIUM FALCON - MAIN PASSAGEWAY
"
"                                     THREEPIO
"
"               INT. MILLENNIUM FALCON - COCKPIT - GUNPORTS
"
"                                     LEIA
"
"                                     HAN
"
"                                     HAN
"
"               INT. MILLENNIUM FALCON - GUNPORT
"
"               INT. MILLENNIUM FALCON - GUNPORT
"
"               EXT. SPACE
"
"               INT. MILLENNIUM FALCON - COCKPIT
"
"               EXT. SPACE
"
"               INT. MILLENNIUM FALCON - GUNPORTS
"
"               EXT. TIE FIGHTER
"
"               INT. MILLENNIUM FALCON - GUNPORTS
"
"               EXT. SPACE
"
"               INT. MILLENNIUM FALCON - GUNPORTS
"
"                                     LUKE
"
"                                     HAN
"
"               EXT. SPACE
"
"               INT. MILLENNIUM FALCON - COCKPIT
"
